id_perkara;jenis_perkara;tingkat;usia_tersangka;jenis_kelamin;domisili;pendidikan;jumlah_bb;nilai_kerugian;pasal_utama;residivis;tgl_mulai;tgl_selesai;lama_proses_hari;status_akhir
PIDUM-100729;Narkotika;Prapenuntutan;21.0;L;Sulsel;SMA;3;299087;KUHP_351;Ya;1/22/2024;5/28/2024;127;Tahap II
PIDUM-100730;PERJUDIAN;Penuntutan;23.0;L;DKI;SMA;6;234966;UU_35_2009_112;Ya;1/22/2024;2/25/2024;34;P21
PIDUM-100731;Narkotika;Prapenuntutan;31.0;L;Jateng;SMA;1;157712;KUHP_303;Tidak;7/21/2024;11/18/2024;120;RJ
PIDUM-100732;Narkotika;Prapenuntutan;40.0;L;Jateng;SMA;1;736396;KUHP_362;Ya;5/11/2024;9/15/2024;127;Tahap II
PIDUM-100733;KDRT;Prapenuntutan;28.0;P;Banten;SMA;0;8377;KUHP_362;Tidak;3/29/2024;6/7/2024;70;SP3
PIDUM-100734;Penipuan;Penuntutan;28.0;L;Banten;SMA;2;271003;UU_35_2009_112;Tidak;2/23/2024;2/28/2024;5;P21
  PIDUM-100735  ;Narkotika;Penuntutan;27.0;P;Jabar;SMA;2;333613;KUHP_351;Tidak;9/8/2024;10/28/2024;50;P21
PIDUM-100736;Penipuan;Prapenuntutan;26.0;L;Sulsel;SMP;4;512452;KUHP_351;Tidak;2/29/2024;7/4/2024;126;Tahap II
PIDUM-100737;  Penganiayaan  ;Penuntutan;33.0;L;Jatim;SMA;3;152531;UU_23_2004_44;Tidak;7/22/2024;10/4/2024;74;SP3
PIDUM-100738;Penganiayaan;Prapenuntutan;17.0;L;DKI;SMP;3;200369;KUHP_303;Tidak;3/10/2024;4/14/2024;35;P21
PIDUM-100739;Narkotika;Penuntutan;42.0;L;Sulsel;SMP;90;436240;UU_23_2004_44;Tidak;2/26/2024;4/20/2024;54;P21
PIDUM-100740;KDRT;Prapenuntutan;25.0;P;Sumut;S1;2;723001;UU_23_2004_44;Tidak;3/15/2024;7/1/2024;108;Tahap II
PIDUM-100741;KDRT;Penuntutan;37.0;P;DKI;SMA;1;120507;KUHP_351;Tidak;2/13/2024;5/19/2024;96;Tahap II
PIDUM-100742;Penganiayaan;PENUNTUTAN;590.0;L;Banten;SMA;1;212559;KUHP_351;Tidak;6/14/2024;8/18/2024;65;P21
PIDUM-100743;Narkotika;Prapenuntutan;37.0;P;Banten;SMA;7;872025;KUHP_351;Tidak;3/24/2024;5/23/2024;60;P21
PIDUM-100744;Pencurian;Penuntutan;37.0;L;Jabar;S1;5;19457;KUHP_303;Tidak;2/1/2024;3/31/2024;59;RJ
PIDUM-100745;KDRT;Prapenuntutan;34.0;L;Jatim;SMA;1;81632;KUHP_378;Ya;10/2/2024;11/9/2024;38;RJ
PIDUM-100746;kdrt;PENUNTUTAN;22.0;L;Jabar;D3;1;704917;KUHP_351;Tidak;2/28/2024;7/16/2024;139;P21
PIDUM-100747;penipuan;Penuntutan;33.0;P;Sumut;SMA;2;485307;KUHP_351;Ya;4/4/2024;6/5/2024;62;SP3
PIDUM-100748;Perjudian;Penuntutan;nan;L;Jatim;S1;1;274428;UU_35_2009_112;Tidak;10/11/2024;2/11/2025;123;P21
PIDUM-100749;Penipuan;Prapenuntutan;28.0;L;DIY;D3;4;103922;UU_35_2009_112;Tidak;4/27/2024;9/9/2024;135;Tahap II
pidum-100750;Narkotika;Penuntutan;40.0;L;DKI;S1;3;67385;UU_23_2004_44;Tidak;1/15/2024;5/8/2024;114;P21
PIDUM-100751;pencurian;Prapenuntutan;38.0;L;Jabar;SMP;3;90109;UU_35_2009_112;Tidak;12/3/2024;1/29/2025;57;P21
PIDUM-100752;Narkotika;Prapenuntutan;31.0;L;Banten;SMP;3;765288;UU_23_2004_44;Tidak;4/28/2024;7/28/2024;91;Tahap II
PIDUM-100753;Penipuan;Penuntutan;22.0;P;Jabar;SMP;0;86816;UU_35_2009_112;Tidak;2/18/2024;5/2/2024;74;P21
PIDUM-100754;Penipuan;Prapenuntutan;nan;L;DIY;SMP;3;180127;KUHP_303;Tidak;1/18/2024;2/25/2024;38;Tahap II
PIDUM-100755;Penganiayaan;Penuntutan;31.0;L;Jabar;S1;3;76595;UU_23_2004_44;Tidak;7/8/2024;10/3/2024;87;SP3
PIDUM-100756;KDRT;Prapenuntutan;15.0;L;DKI;SD;1;378047;UU_23_2004_44;Ya;4/26/2024;5/23/2024;27;RJ
PIDUM-100757;Pencurian;Penuntutan;38.0;L;DIY;SD;5;94965;KUHP_362;Tidak;4/1/2024;8/1/2024;122;RJ
  PIDUM-100758  ;Narkotika;Penuntutan;30.0;L;Sulsel;SMP;3;147621;KUHP_362;Tidak;9/26/2024;11/21/2024;56;P21
PIDUM-100759;Penipuan;prapenuntutan;41.0;L;Sulsel;SMP;3;30230;UU_35_2009_112;Tidak;7/5/2024;9/26/2024;83;SP3
pidum-100760;Penipuan;Prapenuntutan;21.0;L;Sulsel;SMP;2;32423;UU_35_2009_112;Ya;1/20/2024;4/15/2024;86;P21
PIDUM-100761;penipuan;Penuntutan;15.0;L;Banten;D3;1;164008;KUHP_378;Tidak;2/14/2024;4/18/2024;64;P21
pidum-100762;Penganiayaan;Prapenuntutan;33.0;L;Banten;SMA;3;43253;UU_23_2004_44;Tidak;2/4/2024;5/12/2024;98;Tahap II
PIDUM-100763;Pencurian;Penuntutan;33.0;L;Sulsel;SD;3;1335861;KUHP_362;Ya;6/12/2024;8/7/2024;56;Tahap II
PIDUM-100764;Narkotika;Prapenuntutan;15.0;L;Sulsel;SMA;2;20712;UU_35_2009_112;Tidak;1/5/2024;4/23/2024;109;P21
PIDUM-100765;Narkotika;Penuntutan;22.0;L;Sulsel;SMA;5;73117;KUHP_362;Tidak;4/11/2024;5/2/2024;21;P21
PIDUM-100766;Pencurian;Penuntutan;nan;P;Jateng;SD;2;165495;UU_23_2004_44;Tidak;6/21/2024;9/9/2024;80;Tahap II
pidum-100767;Penipuan;Penuntutan;28.0;L;Sulsel;SMA;2;112968;UU_23_2004_44;Tidak;9/8/2024;2/7/2025;152;SP3
PIDUM-100768;Narkotika;Prapenuntutan;37.0;L;DIY;SMA;4;53952;UU_35_2009_112;Tidak;2/20/2024;3/25/2024;34;P21
  PIDUM-100769  ;Penipuan;Penuntutan;25.0;L;Jateng;SMA;1;62446;KUHP_362;Tidak;7/25/2024;9/10/2024;47;RJ
PIDUM-100770;Perjudian;Penuntutan;15.0;L;Jateng;SMA;3;60436;KUHP_303;Tidak;1/15/2024;4/19/2024;95;RJ
PIDUM-100771;Pencurian;Penuntutan;29.0;P;DKI;SD;2;122183;KUHP_378;Tidak;8/12/2024;11/2/2024;82;RJ
PIDUM-100772;Pencurian;Prapenuntutan;28.0;L;Jabar;S1;3;1146161;KUHP_351;Tidak;1/17/2024;4/15/2024;89;Tahap II
PIDUM-100773;Penipuan;Penuntutan;27.0;L;Banten;D3;3;175946;UU_23_2004_44;Ya;3/1/2024;6/3/2024;94;Tahap II
PIDUM-100774;Narkotika;Penuntutan;29.0;L;Banten;S1;2;531203;UU_23_2004_44;Tidak;7/10/2024;10/18/2024;100;RJ
PIDUM-100775;Penipuan;Prapenuntutan;33.0;L;Jabar;SD;3;270215;UU_35_2009_112;Tidak;1/20/2024;5/18/2024;119;P21
PIDUM-100776;Perjudian;Prapenuntutan;29.0;L;Banten;S1;2;495767;UU_35_2009_112;Tidak;2/1/2024;5/2/2024;91;Tahap II
PIDUM-100777;Perjudian;Penuntutan;19.0;L;Jabar;D3;2;9897;KUHP_351;Ya;6/2/2024;8/6/2024;65;Tahap II
pidum-100778;KDRT;prapenuntutan;35.0;L;DIY;D3;4;120035;KUHP_378;Tidak;6/1/2024;9/10/2024;101;RJ
PIDUM-100779;;Penuntutan;15.0;L;DKI;SD;3;601472;UU_35_2009_112;Tidak;5/2/2024;9/29/2024;150;SP3
PIDUM-100780;Narkotika;Penuntutan;15.0;L;Sulsel;SMA;4;91882;KUHP_351;Tidak;5/22/2024;7/30/2024;69;P21
PIDUM-100781;;Penuntutan;37.0;P;DKI;S1;6;948344;KUHP_362;Tidak;4/3/2024;5/9/2024;36;P21
PIDUM-100782;PENCURIAN;Prapenuntutan;35.0;L;Sumut;SMA;3;717759;KUHP_351;Tidak;2/4/2024;6/2/2024;119;P21
PIDUM-100783;Narkotika;Prapenuntutan;30.0;L;DKI;SMA;3;101810;KUHP_362;Tidak;2/20/2024;4/30/2024;70;SP3
PIDUM-100784;Penganiayaan;Penuntutan;18.0;L;Jabar;S1;0;98403;UU_35_2009_112;Tidak;1/25/2024;1/30/2024;5;Tahap II
PIDUM-100785;KDRT;Prapenuntutan;24.0;L;Sumut;SMA;5;59065;KUHP_378;Tidak;10/13/2024;1/29/2025;108;P21
PIDUM-100786;Narkotika;Penuntutan;28.0;L;Jabar;SMA;2;86717;KUHP_378;Tidak;4/15/2024;6/7/2024;53;P21
PIDUM-100787;Narkotika;Prapenuntutan;nan;L;Sulsel;SMA;1;47449;UU_35_2009_112;Tidak;3/2/2024;5/12/2024;71;P21
PIDUM-100788;Penganiayaan;Prapenuntutan;24.0;L;Jatim;S1;4;249898;UU_35_2009_112;Tidak;3/15/2024;6/11/2024;88;SP3
PIDUM-100789;Pencurian;Prapenuntutan;36.0;L;Sumut;SD;4;37947;KUHP_303;Tidak;12/19/2024;3/11/2025;82;P21
PIDUM-100790;PENCURIAN;Prapenuntutan;43.0;L;Sulsel;SMA;3;297667;UU_35_2009_112;Tidak;1/20/2024;5/2/2024;103;P21
PIDUM-100791;Narkotika;Penuntutan;27.0;P;Sulsel;SMA;4;305003;UU_23_2004_44;Tidak;4/15/2024;6/11/2024;57;P21
PIDUM-100792;Pencurian;Prapenuntutan;37.0;L;Banten;D3;1;30908;UU_35_2009_112;Tidak;3/25/2024;6/28/2024;95;P21
pidum-100793;Narkotika;Prapenuntutan;nan;L;Banten;SMA;4;766675;KUHP_378;Tidak;4/23/2024;6/26/2024;64;P21
PIDUM-100794;;Prapenuntutan;36.0;L;Jatim;S1;1;272014;KUHP_362;Tidak;1/3/2024;4/16/2024;104;RJ
PIDUM-100795;  Perjudian  ;Prapenuntutan;23.0;P;Jatim;S1;5;344447;KUHP_378;Tidak;9/3/2024;12/11/2024;99;Tahap II
PIDUM-100796;Penipuan;Prapenuntutan;33.0;L;DKI;SD;0;76216;KUHP_303;Ya;11/18/2024;12/25/2024;37;P21
PIDUM-100797;pencurian;Penuntutan;28.0;P;Sulsel;SMA;2;303270;UU_23_2004_44;Tidak;4/9/2024;8/5/2024;118;Tahap II
PIDUM-100798;Perjudian;Prapenuntutan;42.0;P;Jatim;SD;2;502019;UU_23_2004_44;Tidak;5/23/2024;7/15/2024;53;Tahap II
PIDUM-100799;Perjudian;Prapenuntutan;23.0;L;Jabar;SMP;1;147471;KUHP_351;Tidak;11/2/2024;2/17/2025;107;P21
PIDUM-100800;PENCURIAN;Prapenuntutan;36.0;L;Sulsel;SMA;4;1204918;UU_35_2009_112;Tidak;5/27/2024;8/24/2024;89;P21
PIDUM-100801;Penipuan;Penuntutan;28.0;L;Jateng;S1;90;170086;UU_35_2009_112;Tidak;1/20/2024;6/16/2024;148;Tahap II
PIDUM-100802;PENGANIAYAAN;Prapenuntutan;29.0;L;Jabar;S1;4;509296;UU_35_2009_112;Tidak;4/13/2024;6/18/2024;66;SP3
pidum-100803;  Perjudian  ;Prapenuntutan;29.0;L;Sumut;SMP;2;218165;KUHP_362;Tidak;4/21/2024;6/21/2024;61;Tahap II
PIDUM-100804;KDRT;PENUNTUTAN;23.0;L;Jatim;SD;1;292295;KUHP_303;Tidak;3/7/2024;5/20/2024;74;SP3
  PIDUM-100805  ;Pencurian;Penuntutan;30.0;L;Banten;SMA;1;30597;UU_23_2004_44;Tidak;6/9/2024;8/10/2024;62;P21
PIDUM-100806;Perjudian;Prapenuntutan;30.0;L;Jabar;SMA;3;235874;UU_35_2009_112;Tidak;11/22/2024;3/8/2025;106;RJ
PIDUM-100807;Narkotika;Prapenuntutan;33.0;L;Banten;SMP;2;78043;KUHP_351;Tidak;11/7/2024;11/17/2024;10;P21
PIDUM-100808;KDRT;Penuntutan;31.0;L;Jabar;S1;0;69814;KUHP_362;Tidak;3/12/2024;4/13/2024;32;RJ
PIDUM-100809;Narkotika;prapenuntutan;38.0;P;Banten;S1;3;931082;KUHP_378;Tidak;1/15/2024;2/16/2024;32;P21
PIDUM-100810;Perjudian;Penuntutan;39.0;L;DIY;SMA;1;131430;KUHP_351;Tidak;5/17/2025;9/7/2025;113;P21
PIDUM-100811;Pencurian;Penuntutan;21.0;L;Jabar;S1;0;59676;UU_23_2004_44;Tidak;8/7/2024;12/28/2024;143;Tahap II
PIDUM-100812;Penganiayaan;Prapenuntutan;38.0;L;Sumut;SMA;6;113648;KUHP_378;Tidak;1/16/2024;3/26/2024;70;P21
PIDUM-100813;Pencurian;Prapenuntutan;20.0;L;Banten;SMA;2;44335;KUHP_378;Tidak;10/31/2024;1/7/2025;68;P21
PIDUM-100814;KDRT;Prapenuntutan;36.0;L;Jateng;SMA;5;682750;UU_35_2009_112;Tidak;9/1/2024;11/17/2024;77;SP3
PIDUM-100815;Perjudian;Penuntutan;36.0;L;Sumut;SMP;2;81171;KUHP_362;Tidak;3/28/2024;7/27/2024;121;P21
PIDUM-100816;Perjudian;Prapenuntutan;15.0;L;DKI;S1;4;276315;UU_23_2004_44;Tidak;4/17/2024;5/24/2024;37;SP3
PIDUM-100817;KDRT;Prapenuntutan;31.0;L;Jabar;SMA;1;631660;KUHP_378;Tidak;3/2/2024;5/25/2024;84;P21
PIDUM-100818;pencurian;Penuntutan;26.0;L;Jateng;SMA;3;98700;UU_23_2004_44;Tidak;1/7/2024;4/30/2024;114;SP3
PIDUM-100819;Penganiayaan;Penuntutan;24.0;P;DKI;SMA;1;277069;UU_35_2009_112;Tidak;2/18/2024;5/23/2024;95;Tahap II
PIDUM-100820;PENCURIAN;prapenuntutan;43.0;L;Jabar;SD;0;58099;KUHP_378;Tidak;7/13/2024;10/3/2024;82;P21
PIDUM-100821;Pencurian;Penuntutan;nan;L;Jateng;SD;2;1878096;KUHP_362;Tidak;1/1/2024;4/25/2024;115;Tahap II
PIDUM-100822;Penganiayaan;Prapenuntutan;23.0;L;Jateng;SMA;1;415143;KUHP_378;Ya;2/18/2024;2/23/2024;5;P21
PIDUM-100823;Narkotika;Prapenuntutan;31.0;L;Sumut;SMA;1;134241;KUHP_303;Tidak;3/1/2024;6/11/2024;102;P21
PIDUM-100824;PENGANIAYAAN;Prapenuntutan;37.0;L;DIY;SMP;3;75144;KUHP_303;Tidak;4/2/2024;5/20/2024;48;Tahap II
PIDUM-100825;Pencurian;Prapenuntutan;29.0;L;Jateng;SMA;1;145219;KUHP_303;Tidak;10/29/2024;11/3/2024;5;SP3
PIDUM-100826;PENCURIAN;Prapenuntutan;41.0;L;DIY;SMA;3;115845;KUHP_351;Ya;2/21/2024;5/26/2024;2020;Tahap II
PIDUM-100827;Pencurian;Prapenuntutan;35.0;L;Jatim;SMA;1;1147325;UU_23_2004_44;Tidak;2/21/2024;6/29/2024;129;SP3
pidum-100828;KDRT;Penuntutan;15.0;L;Sumut;SMA;4;47784;UU_23_2004_44;Tidak;6/9/2024;8/17/2024;69;P21
PIDUM-100829;Penipuan;Penuntutan;26.0;L;Sulsel;S1;3;186241;KUHP_362;Tidak;3/13/2024;7/4/2024;113;Tahap II
PIDUM-100830;KDRT;Penuntutan;25.0;L;Banten;SMA;5;159797;UU_23_2004_44;Tidak;1/31/2024;6/18/2024;139;Tahap II
PIDUM-100831;narkotika;Prapenuntutan;35.0;L;Sumut;SMA;5;144724;KUHP_351;Tidak;3/13/2024;7/18/2024;127;P21
PIDUM-100832;Penganiayaan;Prapenuntutan;15.0;L;DKI;SMP;1;146003;KUHP_378;Ya;1/19/2024;6/7/2024;140;Tahap II
PIDUM-100833;;Prapenuntutan;53.0;L;Banten;SMP;3;144918;KUHP_351;Tidak;1/24/2024;5/7/2024;104;P21
PIDUM-100834;Penganiayaan;Penuntutan;35.0;L;Banten;SD;2;389674;UU_23_2004_44;Tidak;3/23/2024;6/9/2024;78;Tahap II
PIDUM-100835;Penganiayaan;Penuntutan;32.0;L;Sulsel;SMA;2;299234;KUHP_362;Tidak;3/6/2024;3/16/2024;10;SP3
PIDUM-100836;Penganiayaan;Prapenuntutan;41.0;L;DIY;SMP;5;247437;UU_35_2009_112;Ya;10/22/2024;12/26/2024;65;P21
PIDUM-100837;PENCURIAN;Prapenuntutan;nan;L;Sulsel;SMP;5;7832;UU_35_2009_112;Tidak;2/24/2024;4/5/2024;41;P21
PIDUM-100838;Penganiayaan;Prapenuntutan;38.0;P;Sulsel;D3;2;219650;KUHP_351;Ya;4/14/2024;9/22/2024;161;Tahap II
PIDUM-100839;;Prapenuntutan;39.0;P;Banten;SMP;0;31081;KUHP_378;Tidak;4/30/2024;7/6/2024;67;P21
  PIDUM-100840  ;Penipuan;Prapenuntutan;32.0;L;Jateng;SMP;4;310618;KUHP_362;Tidak;1/2/2024;3/21/2024;79;SP3
PIDUM-100841;Pencurian;Penuntutan;29.0;L;DIY;SMP;3;711049;KUHP_378;Tidak;5/10/2024;8/15/2024;97;Tahap II
PIDUM-100842;  Pencurian  ;Penuntutan;26.0;L;Banten;D3;5;64457;UU_23_2004_44;Tidak;1/24/2024;4/9/2024;76;SP3
PIDUM-100843;;prapenuntutan;23.0;L;DIY;SMP;0;125269;KUHP_303;Tidak;1/24/2025;6/15/2025;142;SP3
PIDUM-100844;Pencurian;Prapenuntutan;24.0;L;Jatim;SMA;1;89379;UU_23_2004_44;Tidak;1/20/2024;3/10/2024;50;RJ
PIDUM-100845;Penganiayaan;Penuntutan;18.0;L;DIY;SMA;2;559854;KUHP_351;Ya;3/5/2024;5/26/2024;82;SP3
PIDUM-100846;  Perjudian  ;Prapenuntutan;30.0;L;Jabar;SMA;1;178979;KUHP_351;Tidak;1/11/2024;2/25/2024;45;SP3
PIDUM-100847;Pencurian;Prapenuntutan;15.0;L;Jateng;SMA;4;916511;UU_35_2009_112;Tidak;11/23/2025;12/15/2025;22;P21
PIDUM-100848;Pencurian;Prapenuntutan;32.0;L;DKI;D3;1;246164;KUHP_362;Tidak;3/24/2024;5/13/2024;50;Tahap II
PIDUM-100849;  Narkotika  ;Prapenuntutan;30.0;L;Jabar;SD;4;207409;UU_23_2004_44;Ya;4/18/2024;6/30/2024;73;SP3
PIDUM-100850;Penganiayaan;Prapenuntutan;32.0;P;Jabar;SMP;0;47695770;KUHP_362;Ya;1/9/2024;3/6/2024;57;P21
PIDUM-100851;Narkotika;Penuntutan;26.0;L;Sulsel;SMP;0;368793;UU_23_2004_44;Ya;6/15/2024;8/1/2024;47;P21
PIDUM-100852;  Perjudian  ;Prapenuntutan;58.0;L;Sulsel;SMP;3;28632;KUHP_362;Tidak;1/29/2024;2/16/2024;18;RJ
PIDUM-100853;Pencurian;Prapenuntutan;43.0;P;Jabar;SMP;4;177254;KUHP_303;Tidak;9/30/2024;12/10/2024;71;Tahap II
  PIDUM-100854  ;Narkotika;Penuntutan;19.0;L;Banten;SMP;4;151744;KUHP_362;Tidak;1/28/2024;2/11/2024;14;P21
PIDUM-100855;narkotika;Prapenuntutan;33.0;L;DIY;SMA;3;336185;KUHP_362;Tidak;1/26/2024;5/10/2024;105;Tahap II
PIDUM-100856;;Penuntutan;25.0;P;DIY;SMA;1;134901;KUHP_378;Tidak;1/5/2024;3/23/2024;78;SP3
PIDUM-100857;Narkotika;penuntutan;21.0;L;Sumut;SMA;2;57599;KUHP_351;Ya;3/17/2024;4/2/2024;16;P21
PIDUM-100858;Penganiayaan;Prapenuntutan;590.0;L;Banten;SMA;90;163955;KUHP_378;Ya;4/9/2024;6/10/2024;62;SP3
PIDUM-100859;Narkotika;Penuntutan;34.0;L;Jateng;SMP;3;55114;UU_35_2009_112;Tidak;1/9/2024;2/22/2024;44;P21
PIDUM-100860;Pencurian;Prapenuntutan;24.0;L;Banten;SMP;3;23735;KUHP_362;Tidak;6/28/2024;9/23/2024;87;P21
  PIDUM-100861  ;Narkotika;Penuntutan;39.0;L;Banten;SMA;3;336758;UU_23_2004_44;Tidak;3/13/2024;7/19/2024;128;P21
pidum-100862;Penganiayaan;Prapenuntutan;39.0;P;Banten;SD;0;290413;UU_35_2009_112;Tidak;3/30/2024;4/4/2024;5;Tahap II
  PIDUM-100863  ;Perjudian;Penuntutan;43.0;P;Jateng;SD;1;259650;KUHP_378;Tidak;3/10/2024;5/28/2024;79;SP3
pidum-100864;Pencurian;Penuntutan;23.0;L;Sumut;SMA;0;598947;UU_35_2009_112;Tidak;3/2/2024;5/9/2024;68;Tahap II
PIDUM-100865;Narkotika;Prapenuntutan;35.0;L;Jateng;S1;2;83697;KUHP_378;Tidak;4/8/2024;7/18/2024;101;P21
PIDUM-100866;Narkotika;Prapenuntutan;36.0;L;Jatim;SMA;4;38905;KUHP_351;Tidak;1/21/2024;4/13/2024;83;SP3
PIDUM-100867;Penipuan;Penuntutan;26.0;L;Sumut;SD;2;151747;KUHP_362;Ya;1/25/2024;3/9/2024;44;Tahap II
PIDUM-100868;  NARKOTIKA  ;Penuntutan;24.0;L;Jatim;S1;3;47695770;UU_35_2009_112;Tidak;8/25/2024;10/26/2024;62;P21
PIDUM-100869;penipuan;Prapenuntutan;45.0;L;Jatim;SMA;4;70101;UU_35_2009_112;Ya;12/16/2024;1/28/2025;43;SP3
PIDUM-100870;Penipuan;Penuntutan;33.0;L;Jatim;SMA;2;150264;UU_35_2009_112;Ya;2/26/2024;6/23/2024;118;Tahap II
PIDUM-100871;  Perjudian  ;Prapenuntutan;nan;P;DIY;D3;3;88291;KUHP_378;Tidak;2/7/2024;4/22/2024;75;Tahap II
PIDUM-100872;Penganiayaan;Prapenuntutan;23.0;L;Jabar;SMA;3;25951;KUHP_378;Tidak;5/3/2024;10/1/2024;151;SP3
PIDUM-100873;Narkotika;Prapenuntutan;20.0;L;Jabar;SMP;3;104696;KUHP_362;Tidak;3/4/2024;5/15/2024;72;RJ
PIDUM-100874;Perjudian;Prapenuntutan;25.0;L;Jatim;SMA;1;52241;KUHP_351;Tidak;1/4/2024;2/19/2024;46;P21
PIDUM-100875;KDRT;Penuntutan;29.0;P;Jatim;SMA;2;205181;UU_35_2009_112;Ya;1/21/2024;2/4/2024;14;RJ
PIDUM-100876;Perjudian;Prapenuntutan;21.0;L;DKI;SMA;1;84454;KUHP_362;Tidak;5/31/2024;6/5/2024;5;P21
PIDUM-100877;Penganiayaan;Penuntutan;30.0;L;Sulsel;SMA;0;494662;KUHP_351;Ya;5/9/2024;5/20/2024;11;P21
PIDUM-100878;Pencurian;Prapenuntutan;15.0;P;Jabar;S1;2;809252;KUHP_362;Tidak;1/4/2024;3/29/2024;85;Tahap II
PIDUM-100879;Narkotika;Prapenuntutan;20.0;L;Sulsel;S1;1;321059;UU_23_2004_44;Tidak;1/31/2024;5/5/2024;95;P21
PIDUM-100880;Penipuan;Prapenuntutan;37.0;L;Sulsel;S1;7;34508;KUHP_378;Tidak;2/1/2024;2/12/2024;11;Tahap II
PIDUM-100881;Narkotika;Prapenuntutan;36.0;P;DKI;D3;1;733216;KUHP_362;Tidak;5/13/2024;8/31/2024;110;SP3
PIDUM-100882;Narkotika;Prapenuntutan;27.0;L;Sulsel;S1;2;786792;KUHP_362;Ya;1/3/2024;2/27/2024;55;P21
PIDUM-100883;Perjudian;prapenuntutan;21.0;L;Sumut;SD;2;165841;KUHP_378;Tidak;1/14/2024;4/3/2024;80;Tahap II
PIDUM-100884;Penganiayaan;Penuntutan;nan;L;DKI;SMP;5;611045;UU_35_2009_112;Ya;7/12/2024;11/28/2024;139;Tahap II
PIDUM-100885;Perjudian;Prapenuntutan;27.0;P;Sulsel;SMA;2;93744;KUHP_303;Tidak;1/24/2024;5/13/2024;110;Tahap II
PIDUM-100886;Narkotika;Prapenuntutan;36.0;L;Sulsel;S1;2;25178;UU_23_2004_44;Tidak;5/6/2024;7/9/2024;64;P21
PIDUM-100887;Penganiayaan;Prapenuntutan;39.0;L;Banten;SMA;0;76093;KUHP_378;Ya;2/2/2024;3/12/2024;39;SP3
PIDUM-100888;NARKOTIKA;Penuntutan;26.0;L;Sulsel;SMA;1;917401;KUHP_362;Tidak;1/13/2024;1/18/2024;5;P21
PIDUM-100889;Penipuan;Penuntutan;20.0;P;DIY;SMP;0;36640;KUHP_303;Tidak;2/3/2024;3/20/2024;46;SP3
PIDUM-100890;Pencurian;Prapenuntutan;33.0;L;Sumut;SMP;4;162676;UU_23_2004_44;Tidak;6/2/2024;8/7/2024;66;P21
PIDUM-100891;Pencurian;Prapenuntutan;23.0;L;Jateng;SMA;1;168407;KUHP_378;Ya;8/20/2024;9/24/2024;35;SP3
PIDUM-100892;KDRT;Prapenuntutan;26.0;L;Jabar;SMP;4;97443;KUHP_378;Tidak;7/31/2024;10/8/2024;69;SP3
PIDUM-100893;Pencurian;Penuntutan;42.0;P;Jatim;SMA;3;104451;KUHP_351;Tidak;3/1/2024;5/18/2024;78;SP3
PIDUM-100894;Narkotika;Penuntutan;38.0;P;Sulsel;SMP;2;174948;UU_35_2009_112;Tidak;5/12/2024;7/17/2024;66;P21
PIDUM-100895;narkotika;Prapenuntutan;32.0;P;Sumut;SMA;2;92766;KUHP_378;Tidak;1/28/2024;3/16/2024;48;P21
PIDUM-100896;NARKOTIKA;Prapenuntutan;19.0;L;Jatim;SMA;3;39259;UU_23_2004_44;Tidak;2/11/2024;5/2/2024;81;RJ
pidum-100897;Penipuan;Prapenuntutan;32.0;L;Jateng;SMA;3;201799;KUHP_378;Tidak;9/28/2024;12/29/2024;2020;RJ
PIDUM-100898;Penganiayaan;Prapenuntutan;40.0;L;Sumut;SMA;2;476092;KUHP_303;Tidak;1/2/2024;2/2/2024;31;Tahap II
PIDUM-100899;Narkotika;Penuntutan;27.0;P;Jabar;SD;3;388315;KUHP_362;Ya;1/11/2024;5/21/2024;131;Tahap II
PIDUM-100900;Penganiayaan;Prapenuntutan;43.0;L;Sumut;D3;3;72421;KUHP_362;Tidak;1/28/2024;4/8/2024;71;P21
PIDUM-100901;Penipuan;Penuntutan;nan;L;Jatim;SMA;5;46572;UU_35_2009_112;Tidak;1/4/2024;3/19/2024;75;Tahap II
PIDUM-100902;Pencurian;Prapenuntutan;45.0;L;Jatim;SMA;0;122493;KUHP_362;Tidak;1/25/2024;5/7/2024;103;P21
PIDUM-100903;narkotika;Prapenuntutan;33.0;L;Banten;SMA;1;780579;KUHP_378;Ya;4/14/2024;7/7/2024;84;P21
PIDUM-100904;Pencurian;Penuntutan;36.0;L;Sulsel;SMP;3;310394;KUHP_351;Tidak;3/6/2024;6/27/2024;113;P21
PIDUM-100905;Penganiayaan;Prapenuntutan;43.0;L;DKI;S1;3;329049;KUHP_303;Tidak;9/24/2024;12/19/2024;86;P21
PIDUM-100906;pencurian;Penuntutan;35.0;L;Sumut;SMA;1;396272;KUHP_303;Tidak;7/23/2024;9/11/2024;50;P21
PIDUM-100907;pencurian;Prapenuntutan;26.0;L;Jatim;SMA;0;247896;UU_35_2009_112;Ya;2/20/2024;5/19/2024;89;SP3
PIDUM-100908;Perjudian;Prapenuntutan;26.0;L;DIY;SMP;1;183617;KUHP_362;Tidak;2/6/2024;3/6/2024;29;RJ
PIDUM-100909;Penganiayaan;Penuntutan;33.0;L;Jabar;S1;3;315623;KUHP_378;Tidak;2/27/2024;5/16/2024;79;P21
PIDUM-100910;  kdrt  ;Prapenuntutan;19.0;L;DIY;SMA;1;94262;UU_23_2004_44;Tidak;4/17/2024;6/29/2024;73;RJ
